,truck,loader,ton,n_shovel,truck_total_cycle,loader_total_cycle,distance_empty,distance_full,date
320844,CAEX31,PH58,306.4106170519412,4.0,645.0,237.0,7995.0,3978.0,2024-03-04
320865,CAEX81,PH48,307.8224754968775,3.0,696.0,208.0,3580.0,9306.0,2024-03-04
321083,CAEX96,PH48,318.46758027195256,4.0,695.0,254.0,7402.0,7397.0,2024-03-04
321196,CAEX37,PH55,304.0041008250096,3.0,567.0,95.0,4684.0,4985.0,2024-03-04
321351,CAEX44,PH48,329.9581346934293,3.0,4316.0,405.0,7456.0,9223.0,2024-03-04
321487,CAEX55,PH55,352.77288239189306,4.0,640.0,288.0,6275.0,4958.0,2024-03-05
321603,CAEX90,PH48,332.53776855507164,3.0,610.0,166.0,7668.0,7447.0,2024-03-05
321614,CAEX30,PH55,307.3306594130014,3.0,689.0,194.0,4332.0,4348.0,2024-03-05
321669,CAEX01,PH48,312.79204116800025,3.0,456.0,214.0,7574.0,7668.0,2024-03-05
321714,CAEX47,PH48,333.72799092284885,3.0,206.0,100.0,4387.0,6079.0,2024-03-05
321901,CAEX52,PH58,306.2440715346995,3.0,618.0,1.0,4130.0,3958.0,2024-03-05
322221,CAEX66,PH48,299.4299644441227,3.0,704.0,438.0,2667.0,737.0,2024-03-06
322231,CAEX64,PH48,311.9700380895317,3.0,586.0,139.0,866.0,6080.0,2024-03-06
322351,CAEX64,PH48,293.0027088472341,3.0,460.0,371.0,6018.0,6301.0,2024-03-06
322357,CAEX98,PH55,335.01125953542936,3.0,650.0,241.0,2176.0,1884.0,2024-03-06
322363,CAEX64,PH48,306.98510389082685,3.0,463.0,187.0,769.0,6179.0,2024-03-06
322391,CAEX64,PH48,315.774709433926,3.0,391.0,179.0,674.0,6238.0,2024-03-06
322525,CAEX94,PH55,291.5643097466362,4.0,486.0,111.0,4287.0,4099.0,2024-03-06
322719,CAEX64,PH48,335.03110292638814,3.0,678.0,234.0,836.0,756.0,2024-03-06
322728,CAEX98,PH55,286.85884168659635,3.0,574.0,323.0,2028.0,1996.0,2024-03-06
322740,CAEX54,PH55,301.29940578481296,3.0,709.0,147.0,1860.0,1789.0,2024-03-06
322805,CAEX66,PH48,309.8811032900387,3.0,625.0,216.0,6056.0,5991.0,2024-03-06
322855,CAEX64,PH48,303.231515385978,5.0,533.0,299.0,960.0,6189.0,2024-03-06
322947,CAEX01,PH55,307.37488537361554,3.0,583.0,98.0,1932.0,2127.0,2024-03-06
323145,CAEX30,PH48,305.9964054006603,3.0,323.0,74.0,3745.0,7761.0,2024-03-07
323196,CAEX13,PH48,312.9279325199582,4.0,4435.0,250.0,8913.0,7598.0,2024-03-07
323235,CAEX54,PH48,320.1903573862785,3.0,571.0,242.0,2495.0,7568.0,2024-03-07
323260,CAEX66,PH55,308.2090334688598,5.0,510.0,482.0,4505.0,4299.0,2024-03-07
323350,CAEX66,PH55,312.81889731060966,5.0,698.0,246.0,1941.0,1963.0,2024-03-07
323441,CAEX66,PH55,326.20516045540154,4.0,614.0,354.0,4321.0,4285.0,2024-03-07
323552,CAEX66,PH55,328.81427495413874,5.0,676.0,544.0,4357.0,4357.0,2024-03-07
323554,CAEX66,PH55,302.41604189739394,4.0,524.0,464.0,4231.0,4460.0,2024-03-07
323699,CAEX66,PH55,309.0154511589894,5.0,521.0,401.0,4207.0,4338.0,2024-03-07
323705,CAEX30,PH48,317.9264524580874,4.0,207.0,28.0,2386.0,8966.0,2024-03-07
323847,CAEX44,PH58,300.55598806238964,3.0,344.0,110.0,5097.0,4109.0,2024-03-08
324339,CAEX41,PH55,328.8915494315836,5.0,640.0,324.0,4998.0,1864.0,2024-03-08
324361,CAEX44,PH48,305.4811233397666,3.0,333.0,56.0,7630.0,7544.0,2024-03-08
324461,CAEX74,PH58,298.25694567063687,3.0,578.0,255.0,8237.0,4276.0,2024-03-09
324468,CAEX70,PH48,332.0263510217086,3.0,380.0,184.0,8795.0,7618.0,2024-03-09
324558,CAEX44,PH48,315.8297840315269,3.0,4318.0,424.0,8812.0,8697.0,2024-03-09
324691,CAEX25,PH48,330.88715499443504,4.0,449.0,153.0,9105.0,4042.0,2024-03-09
324734,CAEX30,PH48,335.5939180804946,3.0,585.0,256.0,1212.0,3614.0,2024-03-09
324805,CAEX93,PH58,345.51011015801026,3.0,121.0,192.0,4731.0,9684.0,2024-03-09
324825,CAEX64,PH58,323.26765995459215,3.0,4383.0,317.0,8091.0,9491.0,2024-03-09
324945,CAEX23,PH48,319.1594265379411,4.0,697.0,161.0,3434.0,3463.0,2024-03-09
324954,CAEX74,PH58,314.4180854777469,3.0,320.0,35.0,4028.0,9697.0,2024-03-09
324968,CAEX90,PH58,334.64557588129304,3.0,4373.0,331.0,8286.0,9429.0,2024-03-09
325151,CAEX34,PH48,314.131731954793,3.0,392.0,120.0,4548.0,3588.0,2024-03-10
325253,CAEX52,PH58,286.3236497011856,3.0,575.0,310.0,4488.0,5107.0,2024-03-10
325412,CAEX34,PH58,309.78930089155745,3.0,648.0,136.0,4193.0,5269.0,2024-03-10
325436,CAEX66,PH58,318.3306630259197,4.0,541.0,105.0,4308.0,4795.0,2024-03-10
325539,CAEX37,PH55,307.42699924420293,3.0,5260.0,271.0,4491.0,4513.0,2024-03-10
325642,CAEX56,PH58,296.52638170472983,3.0,694.0,298.0,1041.0,3418.0,2024-03-10
326017,CAEX49,PH48,315.2800368500058,4.0,649.0,305.0,2545.0,3856.0,2024-03-11
326026,CAEX71,PH55,312.1365031103399,3.0,495.0,116.0,8407.0,5055.0,2024-03-11
326030,CAEX62,PH48,361.0296748984507,3.0,382.0,121.0,3626.0,3629.0,2024-03-11
326064,CAEX60,PH58,321.92249141035245,3.0,693.0,178.0,3260.0,3184.0,2024-03-11
326215,CAEX80,PH48,320.8530602038901,3.0,547.0,271.0,3698.0,3831.0,2024-03-11
326225,CAEX47,PH58,315.1210917039006,3.0,4769.0,271.0,4536.0,10601.0,2024-03-11
326279,CAEX46,PH58,321.4076941022381,4.0,610.0,178.0,3227.0,3328.0,2024-03-11
326489,CAEX81,PH48,319.6262903699212,3.0,481.0,74.0,3682.0,3774.0,2024-03-11
326627,CAEX58,PH48,310.1784038747066,3.0,688.0,12.0,3830.0,3733.0,2024-03-11
326632,CAEX81,PH58,308.7328845526272,3.0,569.0,265.0,3411.0,3403.0,2024-03-11
326729,CAEX70,PH58,304.0857503892552,3.0,673.0,223.0,1077.0,986.0,2024-03-11
327137,CAEX46,PH48,321.4115186161696,3.0,503.0,151.0,2911.0,2918.0,2024-03-12
327473,CAEX08,PH55,323.49134467082183,3.0,668.0,342.0,4637.0,4826.0,2024-03-12
327691,CAEX31,PH58,310.04599571276805,3.0,683.0,117.0,815.0,946.0,2024-03-13
327725,CAEX42,PH58,306.27777333984943,3.0,563.0,233.0,975.0,897.0,2024-03-13
327733,CAEX70,PH58,328.60057753904374,3.0,695.0,353.0,772.0,681.0,2024-03-13
327849,CAEX31,PH58,323.3459051204003,3.0,598.0,312.0,862.0,957.0,2024-03-13
327917,CAEX24,PH48,324.8241047985969,3.0,5007.0,403.0,7853.0,11346.0,2024-03-13
327987,CAEX81,PH58,332.39314749654415,3.0,680.0,237.0,758.0,698.0,2024-03-13
327998,CAEX71,PH48,308.6719969341286,3.0,4626.0,281.0,9421.0,9481.0,2024-03-13
328009,CAEX31,PH58,316.3409067707031,3.0,630.0,379.0,856.0,869.0,2024-03-13
328083,CAEX85,PH48,351.81424466086105,3.0,5018.0,419.0,7867.0,11270.0,2024-03-13
328084,CAEX37,PH48,317.378928545078,3.0,4986.0,72.0,7899.0,11176.0,2024-03-13
328111,CAEX81,PH58,297.8855840783667,3.0,680.0,253.0,736.0,785.0,2024-03-13
328114,CAEX13,PH48,320.0999138022851,3.0,5076.0,262.0,7808.0,11228.0,2024-03-13
328115,CAEX49,PH48,331.5746068089286,3.0,4522.0,398.0,4132.0,11306.0,2024-03-13
328128,CAEX94,PH48,340.2593399799174,3.0,4429.0,298.0,7930.0,10182.0,2024-03-13
328140,CAEX80,PH58,331.32957479923454,3.0,633.0,374.0,932.0,912.0,2024-03-13
328167,CAEX71,PH48,312.62043147038554,3.0,4773.0,323.0,9328.0,9532.0,2024-03-13
328231,CAEX23,PH48,320.7526092216753,3.0,4498.0,338.0,3751.0,11302.0,2024-03-13
328251,CAEX71,PH48,350.3942227688249,3.0,4595.0,346.0,11201.0,11253.0,2024-03-13
328261,CAEX42,PH58,341.56671684154384,3.0,464.0,371.0,670.0,841.0,2024-03-13
328393,CAEX41,PH58,309.6736647228633,3.0,438.0,352.0,563.0,754.0,2024-03-14
328511,CAEX25,PH48,336.9241434233019,3.0,4460.0,170.0,8121.0,9207.0,2024-03-14
328541,CAEX17,PH48,310.31426952012004,3.0,384.0,258.0,9416.0,3899.0,2024-03-14
328659,CAEX42,PH48,305.9677707557607,3.0,5190.0,403.0,6388.0,9277.0,2024-03-14
328985,CAEX41,PH58,328.41616604339623,3.0,537.0,346.0,728.0,723.0,2024-03-14
329038,CAEX81,PH48,311.1814486531978,3.0,293.0,282.0,7809.0,3781.0,2024-03-14
329089,CAEX62,PH58,341.8264522640547,3.0,4599.0,402.0,7569.0,8664.0,2024-03-14
329140,CAEX58,PH55,294.0174174453011,6.0,123.0,5.0,4800.0,4730.0,2024-03-14
329273,CAEX80,PH55,310.0163793008724,3.0,366.0,224.0,4747.0,4807.0,2024-03-14
329317,CAEX74,PH48,311.7359663946892,3.0,4640.0,94.0,4281.0,9460.0,2024-03-14
329326,CAEX13,PH48,341.4993776467662,3.0,661.0,117.0,852.0,850.0,2024-03-14
329330,CAEX41,PH58,311.5560212217945,3.0,631.0,108.0,1004.0,766.0,2024-03-14
329425,CAEX93,PH48,324.08635517390616,4.0,700.0,256.0,9512.0,4332.0,2024-03-15
330024,CAEX64,PH48,329.5236441875148,3.0,4605.0,368.0,7747.0,9236.0,2024-03-15
330097,CAEX98,PH48,322.9714681149791,3.0,4310.0,413.0,9150.0,9009.0,2024-03-15
330106,CAEX74,PH06,295.8473198536292,3.0,710.0,318.0,5674.0,5982.0,2024-03-15
330379,CAEX17,PH55,312.3001474030911,3.0,4412.0,300.0,9391.0,5277.0,2024-03-16
330384,CAEX87,PH06,314.4093832636332,3.0,606.0,192.0,3136.0,2746.0,2024-03-16
330851,CAEX93,PH48,339.217864333133,3.0,524.0,247.0,5647.0,4221.0,2024-03-16
330904,CAEX25,PH48,328.24418045716385,3.0,658.0,150.0,3402.0,3220.0,2024-03-16
330952,CAEX61,PH55,313.09656913057296,3.0,4940.0,471.0,9300.0,5438.0,2024-03-16
331268,CAEX93,PH48,292.4733342330058,3.0,554.0,258.0,2488.0,3373.0,2024-03-17
331509,CAEX46,PH06,309.13166260758845,3.0,680.0,140.0,3261.0,2726.0,2024-03-17
331741,CAEX52,PH06,330.7796075233263,4.0,615.0,331.0,7407.0,2589.0,2024-03-17
332026,CAEX30,PH06,329.1457004754157,4.0,668.0,342.0,2430.0,2630.0,2024-03-17
332222,CAEX55,PH06,297.86417944687724,3.0,655.0,355.0,2583.0,2579.0,2024-03-17
332265,CAEX81,PH58,295.4673284611014,3.0,428.0,261.0,4222.0,5125.0,2024-03-17
332274,CAEX87,PH06,348.48792959705355,3.0,589.0,150.0,2423.0,2890.0,2024-03-17
332434,CAEX23,PH58,327.09998836282875,3.0,700.0,88.0,3415.0,3353.0,2024-03-18
332484,CAEX46,PH58,319.7600890848776,3.0,497.0,331.0,7026.0,4868.0,2024-03-18
332599,CAEX52,PH48,325.8691198722889,3.0,689.0,251.0,3125.0,3957.0,2024-03-18
332757,CAEX34,PH48,311.6244535495512,4.0,361.0,325.0,3236.0,3976.0,2024-03-18
332767,CAEX01,PH58,293.91548463630414,3.0,565.0,329.0,3435.0,3303.0,2024-03-18
333037,CAEX31,PH48,286.8359365000496,3.0,709.0,137.0,3061.0,3175.0,2024-03-18
333128,CAEX81,PH58,316.3624620164131,3.0,613.0,133.0,3125.0,3315.0,2024-03-18
333791,CAEX58,PH48,324.2762287537048,3.0,645.0,208.0,3381.0,3172.0,2024-03-19
333798,CAEX80,PH55,309.5488569969908,3.0,663.0,263.0,811.0,655.0,2024-03-19
333884,CAEX94,PH48,312.8496318032325,3.0,525.0,283.0,3382.0,4381.0,2024-03-19
334013,CAEX07,PH48,294.27701324402176,3.0,360.0,173.0,3166.0,3263.0,2024-03-19
334052,CAEX44,PH48,313.60074832978137,4.0,419.0,45.0,3194.0,3286.0,2024-03-19
334266,CAEX66,PH48,309.95601351283955,3.0,651.0,25.0,3234.0,4248.0,2024-03-19
334318,CAEX81,PH06,335.0978401575856,4.0,513.0,87.0,3748.0,3315.0,2024-03-19
334721,CAEX71,PH48,327.13143207901265,3.0,663.0,357.0,1575.0,3197.0,2024-03-20
334807,CAEX73,PH48,329.6853723228674,3.0,549.0,323.0,3497.0,3431.0,2024-03-20
335677,CAEX07,PH48,302.9980184460752,3.0,648.0,213.0,3346.0,3370.0,2024-03-20
335874,CAEX24,PH06,320.8644849888549,3.0,698.0,122.0,3870.0,4047.0,2024-03-21
336052,CAEX52,PH48,312.10778987052333,3.0,677.0,80.0,4098.0,4009.0,2024-03-21
336544,CAEX60,PH06,323.704011737438,3.0,619.0,244.0,3791.0,3912.0,2024-03-21
336574,CAEX90,PH55,307.449298000036,4.0,4432.0,284.0,8033.0,5632.0,2024-03-21
336614,CAEX52,PH06,339.3499750080993,3.0,541.0,356.0,3196.0,2970.0,2024-03-21
336679,CAEX41,PH06,334.5731263396702,4.0,482.0,305.0,3652.0,4103.0,2024-03-21
336691,CAEX23,PH48,312.3081871424208,3.0,488.0,244.0,4063.0,3360.0,2024-03-21
336839,CAEX55,PH55,303.8495883544992,3.0,597.0,399.0,5425.0,5662.0,2024-03-21
336878,CAEX31,PH06,298.9292138111191,3.0,660.0,265.0,3894.0,4087.0,2024-03-21
337211,CAEX08,PH06,288.6731362317666,3.0,662.0,309.0,3738.0,3250.0,2024-03-22
337572,CAEX46,PH58,329.42418350400254,5.0,4354.0,428.0,6711.0,6718.0,2024-03-22
337808,CAEX01,PH06,319.22232103104545,3.0,290.0,123.0,3488.0,3156.0,2024-03-23
337820,CAEX25,PH55,305.5241592878086,3.0,5440.0,511.0,5538.0,5358.0,2024-03-23
337824,CAEX23,PH55,330.0493301554744,4.0,6618.0,463.0,5382.0,5486.0,2024-03-23
337831,CAEX31,PH58,312.24055401580983,3.0,5495.0,295.0,10218.0,10498.0,2024-03-23
337876,CAEX66,PH06,313.8728347224052,3.0,458.0,103.0,3473.0,3251.0,2024-03-23
337881,CAEX52,PH58,349.3059036413093,3.0,5007.0,275.0,10514.0,10418.0,2024-03-23
337883,CAEX46,PH58,307.2538468497088,4.0,4887.0,279.0,10360.0,10242.0,2024-03-23
337894,CAEX62,PH06,332.0717100691854,3.0,532.0,282.0,3546.0,3218.0,2024-03-23
337907,CAEX98,PH58,299.2544196498722,3.0,7604.0,340.0,10220.0,10344.0,2024-03-23
337913,CAEX71,PH58,292.99385772417446,4.0,8085.0,341.0,10370.0,10216.0,2024-03-23
337929,CAEX81,PH55,328.3211550192183,3.0,433.0,211.0,5506.0,5583.0,2024-03-23
337930,CAEX23,PH55,318.3859395631619,3.0,116.0,46.0,5465.0,5452.0,2024-03-23
337933,CAEX47,PH58,317.48434217257847,3.0,4337.0,367.0,10299.0,10239.0,2024-03-23
337934,CAEX47,PH58,317.24026506055986,3.0,7274.0,375.0,5602.0,10265.0,2024-03-23
337935,CAEX46,PH58,287.88476038260427,5.0,4878.0,574.0,10449.0,10472.0,2024-03-23
337939,CAEX31,PH06,321.8403722634112,3.0,272.0,85.0,9198.0,3345.0,2024-03-23
337983,CAEX23,PH55,312.6578038794422,3.0,361.0,113.0,5563.0,5361.0,2024-03-23
337986,CAEX01,PH06,339.5153620987213,4.0,6034.0,428.0,3625.0,3183.0,2024-03-23
337988,CAEX37,PH58,357.6642885667459,3.0,7312.0,390.0,10503.0,10325.0,2024-03-23
338002,CAEX52,PH58,296.7521814040816,3.0,4811.0,343.0,10389.0,10200.0,2024-03-23
338003,CAEX96,PH55,308.26689238674777,3.0,4781.0,284.0,5552.0,5635.0,2024-03-23
338004,CAEX93,PH58,312.1218559629879,3.0,4812.0,246.0,10420.0,10505.0,2024-03-23
338011,CAEX31,PH58,305.6589644726697,3.0,4381.0,298.0,8650.0,10411.0,2024-03-23
338014,CAEX66,PH58,323.50899220464504,3.0,5153.0,165.0,8724.0,10476.0,2024-03-23
338023,CAEX23,PH55,328.66387566094033,3.0,314.0,332.0,5527.0,5567.0,2024-03-23
338026,CAEX52,PH58,284.3901841177564,3.0,6676.0,287.0,5605.0,10287.0,2024-03-23
338028,CAEX46,PH58,300.0486305567753,3.0,4528.0,373.0,10512.0,10229.0,2024-03-23
338075,CAEX47,PH58,330.97555248978654,3.0,4362.0,404.0,10306.0,10362.0,2024-03-23
338087,CAEX25,PH58,315.2269922688283,3.0,4657.0,282.0,8831.0,10475.0,2024-03-23
338089,CAEX25,PH58,306.7603308282892,3.0,4503.0,375.0,8618.0,10217.0,2024-03-23
338096,CAEX81,PH58,345.1643672825858,4.0,6912.0,399.0,5441.0,10382.0,2024-03-23
338114,CAEX81,PH58,332.2303406365556,3.0,4528.0,471.0,10196.0,10303.0,2024-03-23
338116,CAEX22,PH58,316.58354649654143,3.0,4640.0,375.0,10362.0,10427.0,2024-03-23
338173,CAEX62,PH06,319.598516482073,3.0,187.0,134.0,3751.0,3344.0,2024-03-23
338182,CAEX41,PH58,308.1406520309398,3.0,4318.0,415.0,9176.0,10489.0,2024-03-23
338186,CAEX31,PH55,300.7549267025033,3.0,384.0,110.0,5608.0,5534.0,2024-03-23
338193,CAEX58,PH58,285.54602650748427,3.0,516.0,20.0,10487.0,10282.0,2024-03-23
338194,CAEX31,PH06,306.9456950152063,3.0,663.0,86.0,3572.0,3352.0,2024-03-23
338195,CAEX73,PH06,310.27661873897546,4.0,4359.0,357.0,3526.0,3424.0,2024-03-23
338201,CAEX66,PH58,326.96828665956684,4.0,4783.0,229.0,10234.0,10327.0,2024-03-23
338207,CAEX44,PH58,325.4173625633617,3.0,296.0,9.0,10481.0,10376.0,2024-03-23
338209,CAEX44,PH58,287.42325746024966,4.0,8153.0,441.0,10211.0,10351.0,2024-03-23
338210,CAEX08,PH06,322.894486078462,3.0,644.0,106.0,3586.0,3407.0,2024-03-23
338252,CAEX66,PH06,317.483405238422,3.0,87.0,348.0,3527.0,3178.0,2024-03-23
338256,CAEX71,PH58,311.13345746496503,3.0,423.0,100.0,10215.0,10203.0,2024-03-23
338257,CAEX01,PH58,303.6754060358725,3.0,4653.0,383.0,5416.0,10331.0,2024-03-23
338258,CAEX01,PH06,328.60914070671413,3.0,262.0,314.0,3564.0,3264.0,2024-03-23
338259,CAEX62,PH58,341.0635824926772,3.0,4635.0,157.0,6929.0,10318.0,2024-03-23
338269,CAEX13,PH55,324.5726900648891,3.0,558.0,193.0,5047.0,5423.0,2024-03-23
338274,CAEX80,PH55,333.1102752047312,3.0,5131.0,267.0,5191.0,5349.0,2024-03-23
338281,CAEX31,PH58,295.47980858234035,3.0,4436.0,180.0,9208.0,10389.0,2024-03-23
338286,CAEX49,PH58,303.5859700242109,3.0,4318.0,255.0,8732.0,10198.0,2024-03-23
338291,CAEX55,PH58,316.27195522922864,4.0,6087.0,366.0,10306.0,10256.0,2024-03-23
338293,CAEX81,PH55,346.5204000445641,3.0,4343.0,62.0,5389.0,5489.0,2024-03-23
338342,CAEX08,PH06,304.4828705984609,3.0,193.0,161.0,3643.0,3352.0,2024-03-23
338359,CAEX25,PH58,315.60123028560605,3.0,8563.0,327.0,10317.0,10371.0,2024-03-23
338361,CAEX66,PH06,340.4447002840527,4.0,4585.0,258.0,3646.0,3250.0,2024-03-23
338363,CAEX08,PH58,345.149828661596,4.0,5401.0,539.0,10354.0,10234.0,2024-03-23
338371,CAEX31,PH58,314.5105150195019,3.0,395.0,52.0,10297.0,10360.0,2024-03-23
338379,CAEX31,PH55,316.65431649035173,3.0,360.0,20.0,5462.0,5595.0,2024-03-23
338437,CAEX55,PH58,278.99680740826017,3.0,5197.0,452.0,10294.0,10367.0,2024-03-23
338438,CAEX48,PH58,311.1565778883734,3.0,4357.0,130.0,8784.0,10281.0,2024-03-23
338440,CAEX46,PH58,287.74751809932303,4.0,4307.0,310.0,8777.0,10434.0,2024-03-23
338470,CAEX42,PH58,306.05414255369794,3.0,8016.0,324.0,10247.0,10403.0,2024-03-23
338471,CAEX93,PH58,310.0279424648241,3.0,5123.0,174.0,10374.0,10375.0,2024-03-23
338472,CAEX66,PH58,304.3318560964813,3.0,8947.0,304.0,10216.0,10471.0,2024-03-23
338474,CAEX58,PH58,283.7092988584475,3.0,7945.0,264.0,10350.0,10422.0,2024-03-23
338475,CAEX55,PH58,302.7619070226455,3.0,4721.0,311.0,10433.0,10186.0,2024-03-23
338477,CAEX93,PH58,348.8875954479124,4.0,4547.0,145.0,10257.0,10367.0,2024-03-23
338480,CAEX66,PH58,317.7009266411,3.0,5226.0,300.0,10344.0,10351.0,2024-03-23
338481,CAEX34,PH55,311.2688676633227,3.0,293.0,249.0,5561.0,5632.0,2024-03-23
338498,CAEX34,PH55,315.0179241417416,3.0,346.0,223.0,5461.0,5407.0,2024-03-23
338507,CAEX13,PH55,306.76435479837943,3.0,73.0,207.0,5357.0,5539.0,2024-03-23
338541,CAEX22,PH58,293.94697479918165,4.0,6730.0,463.0,4034.0,9553.0,2024-03-24
338549,CAEX64,PH55,292.306068831244,3.0,5563.0,232.0,5782.0,6041.0,2024-03-24
338561,CAEX73,PH06,322.5790501564707,3.0,534.0,329.0,3619.0,3333.0,2024-03-24
338569,CAEX41,PH58,309.0918049555142,3.0,6611.0,400.0,3961.0,9765.0,2024-03-24
338634,CAEX31,PH06,324.50962955985847,3.0,214.0,76.0,5247.0,1354.0,2024-03-24
338660,CAEX71,PH58,308.730570921658,3.0,5006.0,913.0,3980.0,9573.0,2024-03-24
338668,CAEX74,PH58,290.93018668630776,3.0,6699.0,313.0,1330.0,9547.0,2024-03-24
338679,CAEX31,PH48,311.5959068692478,3.0,4597.0,65.0,9524.0,3719.0,2024-03-24
338775,CAEX94,PH58,288.4402304821153,3.0,6522.0,141.0,3941.0,9750.0,2024-03-24
338779,CAEX37,PH06,343.7378663683318,5.0,5931.0,358.0,3510.0,3483.0,2024-03-24
338846,CAEX31,PH06,305.53175518634094,3.0,138.0,55.0,4062.0,4100.0,2024-03-24
338850,CAEX81,PH55,322.8850273191848,3.0,137.0,100.0,6098.0,5960.0,2024-03-24
338854,CAEX66,PH06,316.47836669559365,3.0,6354.0,583.0,3818.0,3325.0,2024-03-24
338951,CAEX94,PH58,329.1220815954019,3.0,170.0,142.0,9787.0,9725.0,2024-03-24
338986,CAEX13,PH58,340.31589652771464,4.0,6976.0,435.0,4080.0,9685.0,2024-03-24
338988,CAEX62,PH58,333.1561332831701,5.0,7794.0,358.0,7705.0,9681.0,2024-03-24
339021,CAEX81,PH55,311.15837184885413,3.0,616.0,71.0,4433.0,6084.0,2024-03-24
339079,CAEX07,PH58,294.27425132895974,4.0,7179.0,155.0,4114.0,9639.0,2024-03-24
339117,CAEX47,PH06,316.2926850765035,4.0,6194.0,475.0,3769.0,3373.0,2024-03-24
339119,CAEX55,PH58,310.98134848504003,3.0,6561.0,486.0,4109.0,9730.0,2024-03-24
339194,CAEX52,PH55,323.38672325320823,3.0,4309.0,315.0,5062.0,5926.0,2024-03-24
339222,CAEX94,PH48,327.98363993141584,3.0,6115.0,1887.0,3620.0,3700.0,2024-03-24
339268,CAEX42,PH06,317.2881845922854,3.0,582.0,196.0,3698.0,2964.0,2024-03-24
339284,CAEX13,PH55,300.0219370370725,3.0,640.0,594.0,5837.0,6122.0,2024-03-24
339305,CAEX31,PH06,314.5214951279329,3.0,434.0,106.0,1362.0,3830.0,2024-03-24
339307,CAEX31,PH06,313.8149660881212,3.0,236.0,62.0,3836.0,5151.0,2024-03-24
339318,CAEX24,PH55,287.1438441403025,3.0,324.0,240.0,5845.0,5934.0,2024-03-24
339322,CAEX10,PH06,326.2129130356235,3.0,248.0,425.0,3553.0,3474.0,2024-03-24
339335,CAEX74,PH58,310.4055695737615,3.0,4414.0,242.0,8232.0,8187.0,2024-03-24
339344,CAEX73,PH06,309.1275663936123,3.0,4834.0,479.0,6141.0,3403.0,2024-03-24
339353,CAEX93,PH58,288.3257334539686,3.0,10345.0,146.0,7644.0,9644.0,2024-03-24
339415,CAEX25,PH06,312.15393780277265,3.0,592.0,290.0,3079.0,3393.0,2024-03-25
339474,CAEX34,PH48,318.73114935043606,3.0,557.0,192.0,3522.0,3464.0,2024-03-25
339482,CAEX42,PH48,299.2547533128946,3.0,704.0,245.0,3466.0,3395.0,2024-03-25
339520,CAEX31,PH58,345.5066778913456,3.0,4571.0,262.0,9091.0,8311.0,2024-03-25
339883,CAEX93,PH48,334.5460309577926,4.0,461.0,191.0,3463.0,3825.0,2024-03-25
339950,CAEX66,PH06,300.6987940217964,3.0,346.0,191.0,3058.0,3384.0,2024-03-25
339974,CAEX25,PH58,305.20139291156084,3.0,218.0,118.0,3441.0,8227.0,2024-03-25
340020,CAEX22,PH58,340.80889666812726,4.0,4405.0,129.0,9338.0,8140.0,2024-03-25
340112,CAEX66,PH58,320.78791021913526,3.0,4712.0,406.0,3221.0,8260.0,2024-03-25
340117,CAEX31,PH58,305.23204741033265,3.0,4694.0,426.0,9225.0,9244.0,2024-03-25
340196,CAEX56,PH48,307.0287972934572,3.0,404.0,188.0,3278.0,3512.0,2024-03-25
340260,CAEX47,PH58,310.5875767585684,3.0,4492.0,357.0,9289.0,9138.0,2024-03-25
340266,CAEX85,PH06,321.53114324092365,3.0,698.0,234.0,3319.0,2922.0,2024-03-25
340335,CAEX13,PH48,349.4032946635272,3.0,568.0,47.0,3495.0,3452.0,2024-03-25
340336,CAEX66,PH48,323.9252488486149,3.0,535.0,329.0,3257.0,3496.0,2024-03-25
340391,CAEX22,PH48,322.889444216987,3.0,337.0,180.0,3420.0,3521.0,2024-03-26
340507,CAEX46,PH48,285.8662485117642,4.0,381.0,147.0,3487.0,3452.0,2024-03-26
340531,CAEX41,PH06,329.029137110762,4.0,700.0,466.0,3258.0,2862.0,2024-03-26
340570,CAEX44,PH48,313.02411612741173,3.0,586.0,331.0,3988.0,4139.0,2024-03-26
340672,CAEX74,PH48,283.1271825898912,3.0,658.0,160.0,3231.0,3311.0,2024-03-26
340689,CAEX34,PH06,326.36632150922907,3.0,649.0,208.0,7574.0,2702.0,2024-03-26
340778,CAEX55,PH48,313.4447030394869,3.0,690.0,233.0,4040.0,4017.0,2024-03-26
341095,CAEX60,PH48,334.1362107501077,4.0,673.0,141.0,3480.0,3486.0,2024-03-26
341280,CAEX39,PH48,330.79646816703587,4.0,709.0,278.0,3472.0,3328.0,2024-03-26
341399,CAEX46,PH06,279.7264879070468,3.0,369.0,319.0,3591.0,2903.0,2024-03-27
341429,CAEX46,PH06,329.7138564242092,3.0,597.0,438.0,3720.0,3519.0,2024-03-27
341567,CAEX93,PH06,312.0571442394268,3.0,640.0,176.0,6164.0,3153.0,2024-03-27
341594,CAEX98,PH58,285.8105413253757,3.0,4705.0,306.0,5705.0,10673.0,2024-03-27
341732,CAEX41,PH48,357.8099013872832,4.0,646.0,155.0,3424.0,3413.0,2024-03-27
341799,CAEX55,PH58,323.4096399842728,3.0,4619.0,135.0,10057.0,10078.0,2024-03-27
341819,CAEX44,PH58,331.399974237536,4.0,307.0,94.0,5819.0,5773.0,2024-03-27
341919,CAEX66,PH48,318.3249985086643,3.0,675.0,242.0,3369.0,3377.0,2024-03-27
342126,CAEX46,PH06,300.5548740654088,3.0,492.0,420.0,3312.0,3603.0,2024-03-27
